# simplex_norm datafile generated on 2011-06-06 17:23:48 +0200 by GNUPlotr
0	0
1	47.408236584941136
2	10.884213814170494
3	6.818991535173788
4	0.9637064726033227
5	0.9839456142073282
6	0.12023376104207281
7	0.11879001452281021
8	0.3018295061121486
9	0.2548530032998687
10	0.31256968507906513
11	0.22527542702923625
12	0.1790912268918179
13	0.08340079002762578
14	0.026883896901301964
15	0.00529030192882623
16	0.005117559883122152
17	0.001720962728135417
18	0.0002121792211812073
19	0.00019467139898249287
20	3.155682112746748e-05
21	1.412960486088813e-05
